doi,title,year,journal,decision_Claude,exclusion_label,justification
10.1016/j.ecolmodel.2017.05.005,EMERGY EVALUATION OF BENTHIC ECOSYSTEMS INFLUENCED BY UPWELLING IN NORTHERN CHILE: CONTRIBUTIONS OF THE ECOSYSTEMS TO THE REGIONAL ECONOMY,2017,ECOLOGICAL MODELLING,Exclude,Not a model,Pas de modèle formel identifié
10.1111/gcb.70549,"CLIMATE CHANGE, FISHERIES MANAGEMENT, AND INCREASES IN DEMERSAL FISH DISTRIBUTION IN A SOUTHERN OCEAN BIODIVERSITY HOTSPOT",2025,GLOBAL CHANGE BIOLOGY,Include,,Modèle marin + gestion explicite
10.3389/fmars.2025.1612255,A THREE-DIMENSIONAL BIOENERGETIC POPULATION MODEL OF ANCHOVY AND SPRAT IN THE BLACK SEA. HINDCAST (1960-2020) AND SENSITIVITY SIMULATIONS,2025,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.56042/ijms.v53i05.21654,NAVIGATING THE FUTURE: ADVANCING FISHERIES PREDICTIONS WITH A FRONT-TO-FISH APPROACH,2024,INDIAN JOURNAL OF GEO-MARINE SCIENCES,Include,,Modèle marin + gestion explicite
10.1093/icesjms/fsae099,INVESTIGATING FISH REPRODUCTION PHENOLOGY AND ESSENTIAL HABITATS BY IDENTIFYING THE MAIN SPATIO-TEMPORAL PATTERNS OF FISH DISTRIBUTION,2024,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.2166/wcc.2022.282,"FUTURE TEMPERATURE AND SALINITY IN PUGET SOUND, WASHINGTON STATE, UNDER CMIP6 CLIMATE CHANGE SCENARIOS",2022,JOURNAL OF WATER AND CLIMATE CHANGE,Include,,Modèle marin + gestion explicite
10.1016/j.csr.2013.05.003,SIMULATING SEDIMENT-WATER EXCHANGE OF NUTRIENTS AND OXYGEN: A COMPARATIVE ASSESSMENT OF MODELS AGAINST MESOCOSM OBSERVATIONS,2013,CONTINENTAL SHELF RESEARCH,Include,,Modèle marin — inclus par règle du doute
10.1080/01490419.2012.699020,TOWARDS HIGH-RESOLUTION HABITAT SUITABILITY MODELING OF VULNERABLE MARINE ECOSYSTEMS IN THE DEEP-SEA: RESOLVING TERRAIN ATTRIBUTE DEPENDENCIES,2012,MARINE GEODESY,Include,,Modèle marin + gestion explicite
10.2112/JCOASTRES-D-10-00177.1,MODELING POTENTIAL COASTAL VEGETATION RESPONSE TO SEA LEVEL RISE AND STORM SURGE ON ESTUARINE PENINSULAS,2012,JOURNAL OF COASTAL RESEARCH,Include,,Modèle marin + gestion explicite
10.1073/pnas.1212593110,ECONOMIC REPERCUSSIONS OF FISHERIES-INDUCED EVOLUTION,2013,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Include,,Modèle marin + gestion explicite
10.1016/j.fishres.2023.106647,MICROSTRUCTURE AND HIGH-TEMPERATURE MECHANICAL PROPERTIES OF INCONEL 718 SUPERALLOY WELDMENT AFFECTED BY FAST-FREQUENCY PULSED TIG WELDING,2023,FISHERIES RESEARCH,Include,,Modèle marin + gestion explicite
10.1111/jfb.12692,QUANTIFYING ALOSINE PREY IN THE DIETS OF MARINE PISCIVORES IN THE GULF OF MAINE,2015,JOURNAL OF FISH BIOLOGY,Exclude,Not a model,Pas de modèle formel identifié
10.1080/10807039.2012.723187,QUANTITATIVE ECOLOGICAL RISK ASSESSMENT OF INDUSTRIAL ACCIDENTS: THE CASE OF OIL SHIP TRANSPORTATION IN THE COASTAL TROPICAL AREA OF NORTHEASTERN BRAZIL,2013,HUMAN AND ECOLOGICAL RISK ASSESSMENT,Include,,Modèle marin + gestion explicite
10.1111/cobi.13536,A GENOSCAPE-NETWORK MODEL FOR CONSERVATION PRIORITIZATION IN A MIGRATORY BIRD,2020,CONSERVATION BIOLOGY,Include,,Modèle marin + gestion explicite
10.3354/meps08846,"ECOSYSTEM STRUCTURE AND PROCESSES AT KALOKO HONOKOHAU, FOCUSING ON THE ROLE OF HERBIVORES, INCLUDING THE GREEN SEA TURTLE CHELONIA MYDAS, IN REEF RESILIENCE",2010,MARINE ECOLOGY PROGRESS SERIES,Include,,Modèle marin + gestion explicite
10.4081/jlimnol.2015.1215,TEMPORAL HABITAT SUITABILITY MODELING OF CASPIAN SHAD (ALOSA SPP.) IN THE SOUTHERN CASPIAN SEA,2016,JOURNAL OF LIMNOLOGY,Include,,Modèle marin + gestion explicite
10.1111/faf.12545,RECREATIONAL ANGLER SATISFACTION: WHAT DRIVES IT?,2021,FISH AND FISHERIES,Include,,Modèle marin + gestion explicite
10.1111/ddi.13635,SPATIO-TEMPORAL DYNAMICS OF THE COMMON SKATE SPECIES COMPLEX: EVIDENCE OF INCREASING ABUNDANCE,2022,DIVERSITY AND DISTRIBUTIONS,Include,,Modèle marin + gestion explicite
10.1016/j.marpol.2024.106155,GLOBAL HABITAT PREDICTIONS TO INFORM SPATIOTEMPORAL FISHERIES MANAGEMENT: INITIAL STEPS WITHIN THE FRAMEWORK,2024,MARINE POLICY,Include,,Modèle marin + gestion explicite
10.1111/faf.12078,STRATIFYING HERBIVORE FISHERIES BY HABITAT TO AVOID ECOSYSTEM OVERFISHING OF CORAL REEFS,2016,FISH AND FISHERIES,Include,,Modèle marin + gestion explicite
10.1002/ece3.71456,MODELLING THE HABITAT DISTRIBUTION OF THE ENDEMIC AZOOXANTHELLATE CORAL MADRACIS INTERJECTA FROM THE MESOPHOTIC TO THE DEEP RED SEA,2025,ECOLOGY AND EVOLUTION,Include,,Modèle marin + gestion explicite
10.3390/rs10122038,SATELLITE AND IN SITU OBSERVATIONS FOR ADVANCING GLOBAL EARTH SURFACE MODELLING: A REVIEW,2018,REMOTE SENSING,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.3856/vol40-issue3-fulltext-16,SIMULATION MODEL OF THE SCALLOP (ARGOPECTEN PURPURATUS) FARMING IN NORTHERN CHILE: SOME APPLICATIONS IN THE DECISION MAKING PROCESS,2012,LATIN AMERICAN JOURNAL OF AQUATIC RESEARCH,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1016/j.jenvman.2023.118325,FILLING THE DATA GAPS: TRANSFERRING MODELS FROM DATA-RICH TO DATA-POOR DEEP-SEA AREAS TO SUPPORT SPATIAL MANAGEMENT,2023,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Include,,Modèle marin + gestion explicite
10.3390/ani12233236,"GLOBAL WARMING AND LONG-DISTANCE SPREAD OF INVASIVE DISCOGLOSSUS PICTUS (AMPHIBIA, ALYTIDAE): CONSERVATION IMPLICATIONS FOR PROTECTED AMPHIBIANS IN THE IBERIAN PENINSULA",2022,ANIMALS,Include,,Modèle marin + gestion explicite
10.1016/j.proenv.2012.01.196,INVERSION OF THE SPATIALLY VARYING PARAMETERS IN A MARINE ECOSYSTEM MODEL,2012,18TH BIENNIAL ISEM CONFERENCE ON ECOLOGICAL MODELLING FOR GLOBAL CHANGE AND COUPLED HUMAN AND NATURAL SYSTEM,Include,,Modèle marin — inclus par règle du doute
10.1071/EN22045,ROLE OF PHYTOPLANKTON IN AQUATIC MERCURY SPECIATION AND TRANSFORMATIONS,2022,ENVIRONMENTAL CHEMISTRY,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1016/j.fishres.2010.09.023,A LENGTH-STRUCTURED PARTIAL ECOSYSTEM MODEL FOR COD IN THE NORTH SEA,2010,FISHERIES RESEARCH,Include,,Modèle marin + gestion explicite
10.1029/2018GB006168,MODELING IRON AND LIGHT CONTROLS ON THE SUMMER PHAEOCYSTIS ANTARCTICA BLOOM IN THE AMUNDSEN SEA POLYNYA,2019,GLOBAL BIOGEOCHEMICAL CYCLES,Include,,Modèle marin — inclus par règle du doute
10.1002/etc.3133,RISK OF ENDOCRINE DISRUPTION TO FISH IN THE YELLOW RIVER CATCHMENT IN CHINA ASSESSED USING A SPATIALLY EXPLICIT MODEL,2015,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Review/synthesis,,Revue de littérature
10.1016/j.scitotenv.2022.159011,MISTAKING PLASTIC FOR ZOOPLANKTON: RISK ASSESSMENT OF PLASTIC INGESTION IN THE MEDITERRANEAN SEA,2023,SCIENCE OF THE TOTAL ENVIRONMENT,Include,,Modèle marin + gestion explicite
10.1038/s43017-021-00238-9,LAKE AND DRAINED LAKE BASIN SYSTEMS IN LOWLAND PERMAFROST REGIONS,2022,NATURE REVIEWS EARTH & ENVIRONMENT,Review/synthesis,,Revue de littérature
10.1016/j.marenvres.2014.02.006,LINKING FOOD WEB FUNCTIONING AND HABITAT DIVERSITY FOR AN ECOSYSTEM BASED MANAGEMENT: A MEDITERRANEAN LAGOON CASE-STUDY,2014,MARINE ENVIRONMENTAL RESEARCH,Include,,Modèle marin + gestion explicite
10.1016/j.marpol.2015.11.009,OPTIMAL MULTISPECIES HARVESTING IN THE PRESENCE OF A NUISANCE SPECIES,2016,MARINE POLICY,Include,,Modèle marin + gestion explicite
10.1111/eff.12322,PATTERNS OF FISH SPECIES DISTRIBUTIONS REPLICATED ACROSS THREE PARALLEL RIVERS SUGGEST BIOTIC ZONATION IN RESPONSE TO A LONGITUDINAL TEMPERATURE GRADIENT,2018,ECOLOGY OF FRESHWATER FISH,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1016/j.ocemod.2024.102462,IMPROVING ECOLOGICAL MODELING: INTEGRATING CNOP-P AND ADJOINT ASSIMILATION IN A COUPLED ECOLOGICAL MODEL,2025,OCEAN MODELLING,Include,,Modèle marin — inclus par règle du doute
10.1016/j.jmarsys.2015.01.010,POTENTIAL IMPACT OF CLIMATE CHANGE ON THE INTRA-AMERICAS SEA: PART 2. IMPLICATIONS FOR ATLANTIC BLUEFIN TUNA AND SKIPJACK TUNA ADULT AND LARVAL HABITATS,2015,JOURNAL OF MARINE SYSTEMS,Include,,Modèle marin + gestion explicite
10.1016/j.scitotenv.2018.04.167,FULFILLING SPAWNING FLOWREQUIREMENTS FOR POTAMODROMOUS CYPRINIDS IN A RESTORED RIVER SEGMENT,2018,SCIENCE OF THE TOTAL ENVIRONMENT,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.3989/scimar.04966.11A,SPATIO-TEMPORAL VARIABILITY IN THE DISTRIBUTION PATTERN OF ANGLERFISH SPECIES IN THE MEDITERRANEAN SEA,2019,SCIENTIA MARINA,Include,,Modèle marin + gestion explicite
10.1016/j.marpol.2017.01.018,ON THE ROLE OF VISUALISATION IN FISHERIES MANAGEMENT,2017,MARINE POLICY,Include,,Modèle marin + gestion explicite
10.1016/j.biocon.2010.03.020,THE CONSERVATION AND FISHERY BENEFITS OF PROTECTING LARGE PIKE (ESOX LUCIUS L.) BY HARVEST REGULATIONS IN RECREATIONAL FISHING,2010,BIOLOGICAL CONSERVATION,Include,,Modèle marin + gestion explicite
10.1093/jcbiol/ruae017,"FOOD AND FEEDING STRATEGIES OF THE GREEN TIGER SHRIMP, PENAEUS SEMISULCATUS DE HAAN, 1844, IN SOUTHEASTERN INDIA",2024,JOURNAL OF CRUSTACEAN BIOLOGY,Include,,Modèle marin + gestion explicite
10.3354/meps13360,DIET OF DOMINANT DEMERSAL FISH SPECIES IN THE BALTIC SEA: IS FLOUNDER STEALING BENTHIC FOOD FROM COD?,2020,MARINE ECOLOGY PROGRESS SERIES,Exclude,Not a model,Pas de modèle formel identifié
10.1007/s10750-011-0676-6,"FISH DISTRIBUTION PREDICTIONS FROM DIFFERENT POINTS OF VIEW: COMPARING ASSOCIATIVE NEURAL NETWORKS, GEOSTATISTICS AND REGRESSION MODELS",2011,HYDROBIOLOGIA,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1016/j.aquaculture.2020.735105,MECHANISTIC APPROACH FOR OYSTER GROWTH PREDICTION UNDER CONTRASTING CULTURING CONDITIONS,2020,AQUACULTURE,Include,,Modèle marin — inclus par règle du doute
10.1007/s11802-016-3078-6,PRELIMINARY ANALYSIS OF THE JIMO COASTAL ECOSYSTEM WITH THE ECOPATH MODEL,2016,JOURNAL OF OCEAN UNIVERSITY OF CHINA,Include,,Modèle marin + gestion explicite
10.1080/23308249.2018.1540549,"ECOLOGICAL, ANGLER, AND SPATIAL HETEROGENEITY DRIVE SOCIAL AND ECOLOGICAL OUTCOMES IN AN INTEGRATED LANDSCAPE MODEL OF FRESHWATER RECREATIONAL FISHERIES",2019,REVIEWS IN FISHERIES SCIENCE & AQUACULTURE,Include,,Modèle marin + gestion explicite
10.1016/j.ecoleng.2020.106080,IDENTIFYING HIGH-PRIORITY CONSERVATION AREAS FOR ENDANGERED WATERBIRDS USING A FLAGSHIP SPECIES IN THE KOREAN DMZ,2021,ECOLOGICAL ENGINEERING,Include,,Modèle marin + gestion explicite
10.1029/2020GB006564,LATITUDINAL VARIATION IN PLANKTON TRAITS AND ECOSYSTEM FUNCTION,2020,GLOBAL BIOGEOCHEMICAL CYCLES,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1016/j.biocon.2019.01.006,EXPLAINING HARVESTS OF WILD-HARVESTED HERBACEOUS PLANTS: AMERICAN GINSENG AS A CASE STUDY,2019,BIOLOGICAL CONSERVATION,Include,,Modèle marin + gestion explicite
10.1007/s10530-025-03655-9,DISTRIBUTIONAL PROJECTIONS OF AN AMAZONIAN FISH IN NATIVE AND NON-NATIVE WATERSHEDS OF SOUTH AMERICA IN RESPONSE TO CLIMATE CHANGE,2025,BIOLOGICAL INVASIONS,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1016/j.ecolind.2015.02.017,USING RANGE FILLING RATHER THAN PREVALENCE OF INVASIVE PLANT SPECIES FOR MANAGEMENT PRIORITISATION: THE CASE OF SPATHODEA CAMPANULATA IN THE SOCIETY ISLANDS (SOUTH PACIFIC),2015,ECOLOGICAL INDICATORS,Include,,Modèle marin + gestion explicite
10.1111/gcb.16058,TIMING AND MAGNITUDE OF CLIMATE-DRIVEN RANGE SHIFTS IN TRANSBOUNDARY FISH STOCKS CHALLENGE THEIR MANAGEMENT,2022,GLOBAL CHANGE BIOLOGY,Include,,Modèle marin + gestion explicite
10.1890/ES12-00175.1,USING REFERENCE CONDITIONS IN ECOSYSTEM RESTORATION: AN EXAMPLE FOR RIPARIAN CONIFER FORESTS IN THE PACIFIC NORTHWEST,2012,ECOSPHERE,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1016/j.fishres.2011.07.008,SPATIO-TEMPORAL PREDICTIVE MODEL BASED ON ENVIRONMENTAL FACTORS FOR JUVENILE SPOTTED SEATROUT IN TEXAS ESTUARIES USING BOOSTED REGRESSION TREES,2011,FISHERIES RESEARCH,Include,,Modèle marin + gestion explicite
10.1007/s10530-019-01929-7,MODELING POTENTIAL IMPACTS OF THREE BENTHIC INVASIVE SPECIES ON THE LAKE ERIE FOOD WEB,2019,BIOLOGICAL INVASIONS,Include,,Modèle marin + gestion explicite
10.1016/j.ecoinf.2025.103458,MAPPING HABITAT SUITABILITY OF SUBTIDAL MUSSELS MYTILUS EDULIS IN THE DUTCH WESTERN WADDEN SEA,2025,ECOLOGICAL INFORMATICS,Include,,Modèle marin + gestion explicite
10.1002/ece3.72934,REEVESIA IN A WARMER WORLD: MAPPING THE HABITAT SUITABILITY OF ITS TWO REPRESENTATIVE SPECIES (R. PUBESCENS AND R. THYRSOIDEA) IN CHINA,2026,ECOLOGY AND EVOLUTION,Include,,Modèle marin + gestion explicite
10.1016/j.envres.2018.02.024,ECOLOGICAL AND HUMAN EXPOSURE ASSESSMENT TO PBDES IN ADIGE RIVER,2018,ENVIRONMENTAL RESEARCH,Include,,Modèle marin + gestion explicite
10.1080/13657305.2021.2000517,DEVELOPING A BIOECONOMIC FRAMEWORK FOR SCALLOP CULTURE OPTIMIZATION AND PRODUCT DEVELOPMENT,2023,AQUACULTURE ECONOMICS & MANAGEMENT,Include,,Modèle marin — inclus par règle du doute
10.1071/MF18336,DOMINANT AQUATIC SPECIES AND THEIR HYDROLOGICAL NICHES IN FRESHWATER ECOSYSTEMS IN A DEVELOPING CITY,2019,MARINE AND FRESHWATER RESEARCH,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.21315/tlsr2025.36.3.9,ECOLOGICAL MODELLING OF POTENTIAL HABITATS FOR INDIAN MACKEREL (RASTRELLIGER SPP.) IN THE WESTERN OF BANDA SEA USING AN ARTIFICIAL NEURAL NETWORK APPROACH,2025,TROPICAL LIFE SCIENCES RESEARCH,Include,,Modèle marin + gestion explicite
10.1007/s00267-012-9813-x,ASSESSING THE POTENTIAL FOR SALMON RECOVERY VIA FLOODPLAIN RESTORATION: A MULTITROPHIC LEVEL COMPARISON OF DREDGE-MINED TO REFERENCE SEGMENTS,2012,ENVIRONMENTAL MANAGEMENT,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1002/aqc.2258,"A QUALITATIVE ECOLOGICAL RISK ASSESSMENT OF THE INVASIVE NILE TILAPIA, OREOCHROMIS NILOTICUS IN A SUB-TROPICAL AFRICAN RIVER SYSTEM (LIMPOPO RIVER, SOUTH AFRICA)",2013,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.3389/fmars.2020.570881,CLIMATE-DRIVEN RANGE SHIFTS OF BROWN SEAWEED SARGASSUM HORNERI IN THE NORTHWEST PACIFIC,2020,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1371/journal.pone.0139390,"THE FORAGING ECOLOGY OF THE ENDANGERED CAPE VERDE SHEARWATER, A SENTINEL SPECIES FOR MARINE CONSERVATION OFF WEST AFRICA",2015,PLOS ONE,Include,,Modèle marin + gestion explicite
10.1002/ece3.4022,ASSESSING THE SUITABLE HABITAT FOR REINTRODUCTION OF BROWN TROUT (SALMO TRUTTA FORMA FARIO) IN A LOWLAND RIVER: A MODELING APPROACH,2018,ECOLOGY AND EVOLUTION,Review/synthesis,,Revue de littérature
10.1093/icesjms/fsu116,MARINE ECOSYSTEM ACOUSTICS (MEA): QUANTIFYING PROCESSES IN THE SEA AT THE SPATIO-TEMPORAL SCALES ON WHICH THEY OCCUR,2014,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1002/nafm.10035,"REVIEW OF TOOLS FOR IDENTIFYING, PLANNING, AND IMPLEMENTING HABITAT RESTORATION FOR PACIFIC SALMON AND STEELHEAD",2018,NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1002/eap.1758,NOVEL MODEL COUPLING APPROACH FOR RESILIENCE ANALYSIS OF COASTAL PLANT COMMUNITIES,2018,ECOLOGICAL APPLICATIONS,Include,,Modèle marin + gestion explicite
10.1016/j.ecss.2014.01.008,COMPARING THE ECOLOGICAL RELEVANCE OF FOUR WAVE EXPOSURE MODELS,2014,ESTUARINE COASTAL AND SHELF SCIENCE,Include,,Modèle marin + gestion explicite
10.1016/j.fishres.2019.105336,MODELLING THE SPATIO-TEMPORAL BYCATCH DYNAMICS IN AN ESTUARINE SMALL-SCALE SHRIMP TRAWL FISHERY,2019,FISHERIES RESEARCH,Include,,Modèle marin + gestion explicite
10.1371/journal.pone.0298853,IN HOT WATER: UNCERTAINTIES IN PROJECTING MARINE HEATWAVES IMPACTS ON SEAGRASS MEADOWS,2024,PLOS ONE,Include,,Modèle marin + gestion explicite
10.1002/aqc.2892,MODELLING BELUGA HABITAT USE AND BASELINE EXPOSURE TO SHIPPING TRAFFIC TO DESIGN EFFECTIVE PROTECTION AGAINST PROSPECTIVE INDUSTRIALIZATION IN THE CANADIAN ARCTIC,2018,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,Include,,Modèle marin + gestion explicite
10.1111/cobi.70083,IDENTIFYING PRIORITY AREAS FOR CONSERVATION TO PROMOTE CONNECTIVITY AND MITIGATE THE IMPACTS OF ANTHROPOGENIC DISTURBANCE,2025,CONSERVATION BIOLOGY,Exclude,Wrong language,Non-anglais/français
10.1017/S1755691015000213,CLIMATE SENSITIVITY,2015,EARTH AND ENVIRONMENTAL SCIENCE TRANSACTIONS OF THE ROYAL SOCIETY OF EDINBURGH,Include,,Modèle marin + gestion explicite
10.1111/faf.12162,NECESSARY ELEMENTS OF PRECAUTIONARY MANAGEMENT: IMPLICATIONS FOR THE ANTARCTIC TOOTHFISH,2016,FISH AND FISHERIES,Review/synthesis,,Revue de littérature
10.1016/j.rsma.2025.104612,ASSESSING THE OPTIMAL CULTIVATION SITES FOR KAPPAPHYCUS ALVAREZII AND GRACILARIA DURA IN TAMIL NADU'S COASTAL MARICULTURE: ANALYZING BIOMASS AND DAILY GROWTH RATES,2025,REGIONAL STUDIES IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1016/j.rsma.2021.101858,THE INFLUENCE OF ENVIRONMENTAL FACTORS AND FISHING EFFORT ON DEMERSAL FISH SPECIES IN GHANAIAN WATERS,2021,REGIONAL STUDIES IN MARINE SCIENCE,Exclude,Not a model,Pas de modèle formel identifié
10.1016/j.heliyon.2022.e08975,PROJECTING FUTURE CHANGES IN DISTRIBUTIONS OF SMALL-SCALE PELAGIC FISHERIES OF THE SOUTHERN COLOMBIAN PACIFIC OCEAN,2022,HELIYON,Include,,Modèle marin + gestion explicite
10.1111/gcb.16415,DISTRIBUTION AND PREDICTED CLIMATIC REFUGIA FOR A REEF-BUILDING COLD-WATER CORAL ON THE SOUTHEAST US MARGIN,2022,GLOBAL CHANGE BIOLOGY,Include,,Modèle marin + gestion explicite
10.1016/j.fishres.2018.09.024,DENSITY-DEPENDENCE IN THE LIFE HISTORY OF FISHES: WHEN IS A FISH RECRUITED?,2019,FISHERIES RESEARCH,Include,,Modèle marin + gestion explicite
10.1016/j.scib.2021.08.013,ASYMMETRICAL RESPONSE OF SUMMER RAINFALL IN EAST ASIA TO CO2 FORCING,2022,SCIENCE BULLETIN,Include,,Modèle marin — inclus par règle du doute
10.1093/icesjms/fsz121,COMBINING SCIENTIFIC AND FISHERS' KNOWLEDGE TO CO-CREATE INDICATORS OF FOOD WEB STRUCTURE AND FUNCTION,2019,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.3390/d14121136,SELECTION OF NESTING HABITAT AND INSULAR NICHE SEPARATION OF TWO SYMPATRIC AQUILA SPECIES,2022,DIVERSITY-BASEL,Include,,Modèle marin + gestion explicite
10.3389/fmars.2024.1282091,"TOP PREDATOR STATUS AND TRENDS: ECOLOGICAL IMPLICATIONS, MONITORING AND MITIGATION STRATEGIES TO PROMOTE ECOSYSTEM-BASED MANAGEMENT",2024,FRONTIERS IN MARINE SCIENCE,Review/synthesis,,Revue de littérature
10.1016/j.ecolind.2016.11.008,USING A GULF OF MEXICO ATLANTIS MODEL TO EVALUATE ECOLOGICAL INDICATORS FOR SENSITIVITY TO FISHING MORTALITY AND ROBUSTNESS TO OBSERVATION ERROR,2017,ECOLOGICAL INDICATORS,Include,,Modèle marin + gestion explicite
10.5343/bms.2011.1121,"THE CHALLENGES OF EVALUATING COMPETITION AMONG MARINE FISHES: WHO CARES, WHEN DOES IT MATTER, AND WHAT CAN ONE DO ABOUT IT?",2013,BULLETIN OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1016/j.marenvres.2025.107731,ENVIRONMENTAL DRIVERS AND ECOLOGICAL RESPONSES OF SEAWEED LITTER PRODUCTION AND DECOMPOSITION: A COMPREHENSIVE REVIEW,2026,MARINE ENVIRONMENTAL RESEARCH,Review/synthesis,,Revue de littérature
10.1016/j.fishres.2021.105969,"A BIOECONOMIC APPROACH TOWARDS IMPROVED FISHERY MANAGEMENT OF MONOMIA HAANII IN THE SOUTHERN TAIWAN STRAIT, CHINA",2021,FISHERIES RESEARCH,Include,,Modèle marin + gestion explicite
10.1016/j.seares.2025.102567,SOCIAL-ECOLOGICAL SYSTEM APPROACH RELEVANT FOR MODELLING THE ECOLOGICAL NICHE OF A MANGROVE GASTROPOD AT SMALL REGIONAL SCALE,2025,JOURNAL OF SEA RESEARCH,Include,,Modèle marin — inclus par règle du doute
10.1016/j.rmb.2017.10.038,"DISTRIBUTIONAL PATTERNS AND PRIORITY CONSERVATION AREAS FOR THE AVIFAUNA IN THE PACIFIC COASTAL PLAIN OF GUERRERO, MEXICO",2017,REVISTA MEXICANA DE BIODIVERSIDAD,Include,,Modèle marin + gestion explicite
10.1007/s10021-017-0118-z,INTEGRATING THE CONCEPT OF RESILIENCE INTO AN ECOSYSTEM APPROACH TO BIVALVE AQUACULTURE MANAGEMENT,2017,ECOSYSTEMS,Include,,Modèle marin + gestion explicite
10.1093/icesjms/fsw097,ENVIRONMENTAL CORRELATES OF ANTARCTIC KRILL DISTRIBUTION IN THE SCOTIA SEA AND SOUTHERN DRAKE PASSAGE,2016,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1093/icesjms/fsw053,COMMUNITY-ENVIRONMENT INTERACTIONS EXPLAIN OCTOPUS-CATSHARK SPATIAL OVERLAP,2016,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1016/j.ecolind.2018.11.008,DIET UNCERTAINTY ANALYSIS STRENGTHENS MODEL-DERIVED INDICATORS OF FOOD WEB STRUCTURE AND FUNCTION,2019,ECOLOGICAL INDICATORS,Include,,Modèle marin + gestion explicite
10.1007/s11707-013-0396-5,"ECOLOGICALLY-FRIENDLY OPERATION SCHEME FOR THE JINPING CASCADED RESERVOIRS IN THE YALONGJIANG RIVER, CHINA",2014,FRONTIERS OF EARTH SCIENCE,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1111/j.1600-0587.2009.05684.x,"ASSESSING ECOSYSTEM THREATS FROM GLOBAL AND REGIONAL CHANGE: HIERARCHICAL MODELING OF RISK TO SAGEBRUSH ECOSYSTEMS FROM CLIMATE CHANGE, LAND USE AND INVASIVE SPECIES IN NEVADA, USA",2010,ECOGRAPHY,Include,,Modèle marin + gestion explicite
10.1016/j.ecolmodel.2018.07.012,QUANTIFYING THE BENEFITS OF SPATIAL FISHERIES MANAGEMENT - AN ECOLOGICAL ECONOMIC OPTIMIZATION APPROACH,2018,ECOLOGICAL MODELLING,Include,,Modèle marin + gestion explicite
10.1111/ddi.12622,TRAWL EXPOSURE AND PROTECTION OF SEABED FAUNA AT LARGE SPATIAL SCALES,2017,DIVERSITY AND DISTRIBUTIONS,Include,,Modèle marin + gestion explicite
10.1007/s10452-019-09685-5,INTRASPECIFIC DIFFERENCES IN RELATIVE ISOTOPIC NICHE AREA AND OVERLAP OF CO-OCCURRING SHARKS,2019,AQUATIC ECOLOGY,Include,,Modèle marin + gestion explicite
10.1016/j.scitotenv.2024.172443,SPATIAL AND TEMPORAL CHANGES IN SHOREBIRD HABITATS UNDER DIFFERENT LAND USE SCENARIOS ALONG THE YELLOW AND BOHAI SEA COASTS IN CHINA,2024,SCIENCE OF THE TOTAL ENVIRONMENT,Include,,Modèle marin + gestion explicite
10.1051/alr/2013069,BIO-ECONOMIC MANAGEMENT STRATEGY EVALUATION OF DEEPWATER STOCKS USING THE FLBEIA MODEL,2013,AQUATIC LIVING RESOURCES,Include,,Modèle marin + gestion explicite
10.1073/pnas.1905989116,RAPID OCEAN ACIDIFICATION AND PROTRACTED EARTH SYSTEM RECOVERY FOLLOWED THE END-CRETACEOUS CHICXULUB IMPACT,2019,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Include,,Modèle marin + gestion explicite
